0 1
0.5 0.877582561890373
1 0.54030230586814
1.5 0.0707372016677029
2 -0.416146836547142
2.5 -0.801143615546934
3 -0.989992496600445
3.5 -0.936456687290796
4 -0.653643620863612
4.5 -0.21079579943078
5 0.283662185463226
5.5 0.70866977429126
6 0.960170286650366
6.5 0.976587625728023
7 0.753902254343305


0.125 0.9895390296519 0.124486074000322 -0.137403467262952
0.25 0.965649133184262 0.246825218824661 -0.244834876219254
0.375 0.928330310597086 0.365338818708074 -0.352266285175557
0.5 0.877582561890373 0.478348257885618 -0.45969769413186
0.625 0.825807591580828 0.58503615007268 -0.500986678999061
0.75 0.752335892140607 0.683896125400381 -0.674560512044466
0.875 0.657167463569711 0.772216092727387 -0.848134345089871
1 0.54030230586814 0.847283960912364 -1.02170817813528
1.125 0.436936384398588 0.908458777349732 -0.864328317304567
1.25 0.324220226541998 0.956128463829217 -0.939130208400874
1.375 0.20215383229837 0.989124240802439 -1.01393209949718
1.5 0.0707372016677029 1.00627732872102 -1.08873399059349
1.625 -0.058912088373569 1.00696134079851 -1.01605223903001
1.75 -0.1832758580898 0.991769536641168 -0.973768076429691
1.875 -0.302354107480992 0.961362606289607 -0.931483913829368
2 -0.416146836547142 0.916401239784463 -0.889199751229045
2.125 -0.540336827280965 0.856426977489763 -0.919011136580249
2.25 -0.645899620692205 0.782093166185996 -0.769993557999583
2.375 -0.732835216780861 0.695728205538486 -0.620975979418916
2.5 -0.801143615546934 0.599660495212555 -0.471958400838249
2.625 -0.889468265964322 0.493711749630921 -0.596964056261744
2.75 -0.95038462961237 0.378435440670197 -0.377697762107023
2.875 -0.983892706491078 0.257257604176551 -0.158431467952303
3 -0.989992496600445 0.13360427599615 0.0608348262024169
3.125 -1.02082685184935 0.00762099513764714 -0.12875935512105
3.25 -1.02218233538071 -0.120374150644622 0.107071618619298
3.375 -0.994058947194524 -0.246696302385966 0.342902592359646
3.5 -0.936456687290796 -0.367660601121689 0.578733566099994
3.625 -0.902251421820549 -0.482833316282374 0.370970126792777
3.75 -0.843714155592602 -0.592209623211922 0.565626132854369
3.875 -0.760844888606957 -0.692748021815621 0.76028213891596
4 -0.653643620863612 -0.781407011998757 0.954938144977552
4.125 -0.562773376611668 -0.857570864001422 0.779873183632254
4.25 -0.458675324955549 -0.921549197509834 0.885695642865664
4.375 -0.341349465895252 -0.971688536598469 0.991518102099075
4.5 -0.21079579943078 -1.00633540534181 1.09734056133249
4.625 -0.0855087814005784 -1.024842826909 0.997836086090411
4.75 0.0386632220918231 -1.02775905963103 0.988915969788012
4.875 0.161720211046425 -1.01522348032512 0.979995853485613
5 0.283662185463226 -0.987375465808495 0.971075737183213
5.125 0.412691345720382 -0.943695194671671 0.971493913923517
5.25 0.526535663944106 -0.884835331129792 0.850015177656067
5.375 0.625195140134398 -0.812693980437037 0.728536441388617
5.5 0.70866977429126 -0.729169247847586 0.607057705121167
5.625 0.809850238295134 -0.633995737783755 0.7072961495934
5.75 0.88549381168961 -0.527770725382527 0.503001024718212
5.875 0.935600494474687 -0.413686321970077 0.298705899843024
6 0.960170286650366 -0.29493463887258 0.0944107749678357
6.125 1.00872954802076 -0.171569684437572 0.269927620027227
6.25 1.02765219165717 -0.0439871109396386 0.032834678155315
6.375 1.01693821755959 0.0841085044044716 -0.204258263716597
6.5 0.976587625728024 0.20901258437801 -0.44135120558851
6.625 0.943332161987692 0.329163236937366 -0.32581938753825
6.75 0.895132778843461 0.444222961566437 -0.445370742769438
6.875 0.831989476295332 0.552323768339736 -0.564922098000626
