0 1 0
0.125 0.969395640472593 0.123087227529537
0.25 0.938791280945186 0.242348910118148
0.375 0.90818692141778 0.357785047765834
0.5 0.877582561890373 0.469395640472593
0.625 0.793262497884815 0.573823456708542
0.75 0.708942433879256 0.667711264943797
0.875 0.624622369873698 0.751059065178356
1 0.54030230586814 0.823866857412221
1.125 0.422911029818031 0.884067690892607
1.25 0.305519753767921 0.929594614866729
1.375 0.188128477717812 0.960447629334587
1.5 0.0707372016677029 0.976626734296182
1.625 -0.0509838078860084 0.977861321407538
1.75 -0.17270481743972 0.96388078232468
1.875 -0.294425826993431 0.934685117047608
2 -0.416146836547142 0.890274325576322
2.125 -0.51239603129709 0.832240396336058
2.25 -0.608645226047038 0.76217531775205
2.375 -0.704894420796986 0.680079089824298
2.5 -0.801143615546934 0.585951712552803
2.625 -0.848355835810312 0.482857996842975
2.75 -0.89556805607369 0.373862753600225
2.875 -0.942780276337068 0.258965982824553
3 -0.989992496600445 0.138167684515958
3.125 -0.976608544273033 0.0152551194613659
3.25 -0.963224591945621 -0.1059844515523
3.375 -0.949840639618209 -0.225551028525039
3.5 -0.936456687290796 -0.343444611456852
3.625 -0.865753420684 -0.456082743205277
3.75 -0.795050154077204 -0.559882966627852
3.875 -0.724346887470408 -0.654845281724578
4 -0.653643620863612 -0.740969688495454
4.125 -0.542931665505404 -0.815755643893518
4.25 -0.432219710147196 -0.876702604871805
4.375 -0.321507754788988 -0.923810571430317
4.5 -0.21079579943078 -0.957079543569052
4.625 -0.0871813032072782 -0.975703112483931
4.75 0.0364331930162233 -0.978874869370872
4.875 0.160047689239725 -0.966594814229875
5 0.283662185463226 -0.93886294706094
5.125 0.389914082670235 -0.896764430302599
5.25 0.496165979877243 -0.841384426393382
5.375 0.602417877084252 -0.772722935333288
5.5 0.70866977429126 -0.690779957122319
5.625 0.771544902381036 -0.5982665398303
5.75 0.834420030470813 -0.49789373152706
5.875 0.89729515856059 -0.389661532212597
6 0.960170286650366 -0.273569941886912
6.125 0.96427462141978 -0.153292135132528
6.25 0.968378956189195 -0.0325012865319673
6.375 0.972483290958609 0.0888026039147704
6.5 0.976587625728023 0.210619536207685
6.625 0.920916282881844 0.329213530495802
6.75 0.865244940035664 0.440848606928146
6.875 0.809573597189484 0.545524765504718
