       125          2         10 
3
For the Breit-Wigner fit I find the paramters to be
Mass m=125.971776022168
FWHM Gamma=2.11230628655223
A=10.0036451519558


102.64 0.0183389171525609
102.67 0.018386071757703
102.7 0.0184334083437388
102.73 0.018480927847637
102.76 0.0185286312124003
102.79 0.0185765193871119
102.82 0.0186245933269824
102.85 0.0186728539933977
102.88 0.0187213023539665
102.91 0.0187699393825687
102.94 0.0188187660594047
102.97 0.018867783371044
103 0.0189169923104755
103.03 0.0189663938771569
103.06 0.0190159890770662
103.09 0.019065778922752
103.12 0.0191157644333856
103.15 0.0191659466348126
103.18 0.0192163265596054
103.21 0.0192669052471167
103.24 0.0193176837435322
103.27 0.0193686631019251
103.3 0.0194198443823103
103.33 0.0194712286516992
103.36 0.0195228169841557
103.39 0.0195746104608515
103.42 0.019626610170123
103.45 0.0196788172075281
103.48 0.019731232675904
103.51 0.019783857685425
103.54 0.019836693353661
103.57 0.0198897408056373
103.6 0.0199430011738934
103.63 0.0199964755985442
103.66 0.0200501652273401
103.69 0.0201040712157287
103.72 0.0201581947269167
103.75 0.0202125369319328
103.78 0.0202670990096903
103.81 0.0203218821470512
103.84 0.0203768875388906
103.87 0.0204321163881613
103.9 0.0204875699059597
103.93 0.0205432493115919
103.96 0.0205991558326406
103.99 0.0206552907050322
104.02 0.0207116551731055
104.05 0.0207682504896798
104.08 0.0208250779161248
104.11 0.0208821387224304
104.14 0.0209394341872775
104.17 0.0209969655981095
104.2 0.0210547342512041
104.23 0.0211127414517466
104.26 0.0211709885139029
104.29 0.021229476760894
104.32 0.0212882075250706
104.35 0.0213471821479892
104.38 0.0214064019804881
104.41 0.0214658683827645
104.44 0.0215255827244527
104.47 0.0215855463847024
104.5 0.0216457607522581
104.53 0.0217062272255392
104.56 0.0217669472127214
104.59 0.0218279221318177
104.62 0.0218891534107615
104.65 0.0219506424874895
104.68 0.0220123908100262
104.71 0.0220743998365688
104.74 0.0221366710355728
104.77 0.0221992058858387
104.8 0.0222620058765998
104.83 0.0223250725076101
104.86 0.0223884072892341
104.89 0.0224520117425363
104.92 0.0225158873993729
104.95 0.0225800358024829
104.98 0.022644458505582
105.01 0.0227091570734552
105.04 0.0227741330820525
105.07 0.0228393881185837
105.1 0.022904923781616
105.13 0.0229707416811703
105.16 0.023036843438821
105.19 0.0231032306877945
105.22 0.0231699050730707
105.25 0.0232368682514835
105.28 0.0233041218918243
105.31 0.0233716676749451
105.34 0.0234395072938633
105.37 0.0235076424538674
105.4 0.0235760748726239
105.43 0.023644806280285
105.46 0.0237138384195974
105.49 0.0237831730460131
105.52 0.0238528119277998
105.55 0.0239227568461536
105.58 0.0239930095953126
105.61 0.0240635719826712
105.64 0.0241344458288965
105.67 0.0242056329680447
105.7 0.0242771352476795
105.73 0.024348954528992
105.76 0.0244210926869208
105.79 0.024493551610274
105.82 0.0245663332018529
105.85 0.0246394393785757
105.88 0.024712872071604
105.91 0.0247866332264693
105.94 0.0248607248032017
105.97 0.0249351487764594
106 0.0250099071356601
106.03 0.0250850018851131
106.06 0.0251604350441533
106.09 0.0252362086472767
106.12 0.0253123247442764
106.15 0.0253887854003815
106.18 0.0254655926963961
106.21 0.0255427487288403
106.24 0.0256202556100934
106.27 0.0256981154685371
106.3 0.0257763304487015
106.33 0.025854902711412
106.36 0.0259338344339384
106.39 0.0260131278101445
106.42 0.0260927850506405
106.45 0.0261728083829361
106.48 0.0262532000515959
106.51 0.026333962318396
106.54 0.0264150974624826
106.57 0.0264966077805318
106.6 0.0265784955869122
106.63 0.0266607632138478
106.66 0.0267434130115837
106.69 0.0268264473485535
106.72 0.0269098686115479
106.75 0.0269936792058857
106.78 0.0270778815555867
106.81 0.0271624781035458
106.84 0.0272474713117099
106.87 0.0273328636612562
106.9 0.0274186576527724
106.93 0.0275048558064389
106.96 0.0275914606622136
106.99 0.0276784747800179
107.02 0.0277659007399249
107.05 0.0278537411423504
107.08 0.027941998608245
107.11 0.0280306757792889
107.14 0.0281197753180891
107.17 0.0282092999083778
107.2 0.0282992522552142
107.23 0.0283896350851877
107.26 0.0284804511466236
107.29 0.0285717032097914
107.32 0.0286633940671149
107.35 0.0287555265333851
107.38 0.0288481034459752
107.41 0.0289411276650581
107.44 0.0290346020738263
107.47 0.0291285295787147
107.5 0.029222913109625
107.53 0.0293177556201537
107.56 0.0294130600878217
107.59 0.0295088295143073
107.62 0.0296050669256816
107.65 0.0297017753726461
107.68 0.0297989579307735
107.71 0.0298966177007513
107.74 0.0299947578086283
107.77 0.0300933814060628
107.8 0.0301924916705753
107.83 0.0302920918058027
107.86 0.0303921850417567
107.89 0.0304927746350838
107.92 0.0305938638693292
107.95 0.0306954560552039
107.98 0.030797554530854
108.01 0.0309001626621341
108.04 0.0310032838428829
108.07 0.0311069214952033
108.1 0.0312110790697443
108.13 0.031315760045987
108.16 0.0314209679325343
108.19 0.0315267062674029
108.22 0.0316329786183198
108.25 0.0317397885830217
108.28 0.031847139789558
108.31 0.0319550358965973
108.34 0.032063480593738
108.37 0.0321724776018218
108.4 0.0322820306732517
108.43 0.0323921435923133
108.46 0.0325028201754997
108.49 0.032614064271841
108.52 0.0327258797632374
108.55 0.0328382705647957
108.58 0.0329512406251706
108.61 0.03306479392691
108.64 0.0331789344868039
108.67 0.0332936663562382
108.7 0.0334089936215522
108.73 0.0335249204044008
108.76 0.0336414508621206
108.79 0.0337585891881012
108.82 0.0338763396121603
108.85 0.0339947064009237
108.88 0.0341136938582095
108.91 0.0342333063254179
108.94 0.0343535481819247
108.97 0.0344744238454805
109 0.034595937772614
109.03 0.0347180944590408
109.06 0.0348408984400773
109.09 0.0349643542910591
109.12 0.035088466627765
109.15 0.0352132401068466
109.18 0.0353386794262622
109.21 0.0354647893257171
109.24 0.0355915745871087
109.27 0.0357190400349776
109.3 0.0358471905369641
109.33 0.0359760310042702
109.36 0.0361055663921279
109.39 0.0362358017002727
109.42 0.0363667419734242
109.45 0.0364983923017709
109.48 0.036630757821463
109.51 0.0367638437151105
109.54 0.0368976552122872
109.57 0.0370321975900425
109.6 0.0371674761734178
109.63 0.0373034963359711
109.66 0.0374402635003077
109.69 0.0375777831386171
109.72 0.0377160607732179
109.75 0.0378551019771086
109.78 0.0379949123745263
109.81 0.0381354976415119
109.84 0.0382768635064832
109.87 0.0384190157508149
109.9 0.0385619602094266
109.93 0.0387057027713775
109.96 0.0388502493804702
109.99 0.0389956060358611
110.02 0.0391417787926793
110.05 0.0392887737626536
110.08 0.0394365971147476
110.11 0.0395852550758032
110.14 0.039734753931192
110.17 0.0398851000254765
110.2 0.0400362997630785
110.23 0.0401883596089575
110.26 0.0403412860892976
110.29 0.0404950857922032
110.32 0.0406497653684046
110.35 0.0408053315319724
110.38 0.0409617910610417
110.41 0.0411191507985459
110.44 0.0412774176529605
110.47 0.0414365985990563
110.5 0.0415967006786633
110.53 0.0417577310014447
110.56 0.0419196967456812
110.59 0.0420826051590657
110.62 0.0422464635595097
110.65 0.042411279335959
110.68 0.0425770599492223
110.71 0.0427438129328093
110.74 0.0429115458937818
110.77 0.0430802665136154
110.8 0.0432499825490732
110.83 0.0434207018330917
110.86 0.0435924322756786
110.89 0.0437651818648231
110.92 0.043938958667419
110.95 0.0441137708301998
110.98 0.0442896265806873
111.01 0.0444665342281537
111.04 0.0446445021645961
111.07 0.0448235388657253
111.1 0.0450036528919682
111.13 0.045184852889484
111.16 0.045367147591195
111.19 0.0455505458178316
111.22 0.045735056478992
111.25 0.0459206885742169
111.28 0.0461074511940796
111.31 0.0462953535212906
111.34 0.0464844048318192
111.37 0.0466746144960302
111.4 0.0468659919798363
111.43 0.0470585468458685
111.46 0.0472522887546613
111.49 0.0474472274658564
111.52 0.047643372839423
111.55 0.0478407348368954
111.58 0.0480393235226291
111.61 0.0482391490650742
111.64 0.048440221738068
111.67 0.0486425519221459
111.7 0.0488461501058712
111.73 0.0490510268871847
111.76 0.0492571929747737
111.79 0.0494646591894606
111.82 0.0496734364656129
111.85 0.0498835358525727
111.88 0.0500949685161078
111.91 0.0503077457398841
111.94 0.0505218789269598
111.97 0.0507373796013016
112 0.0509542594093231
112.03 0.0511725301214469
112.06 0.0513922036336887
112.09 0.0516132919692659
112.12 0.0518358072802303
112.15 0.0520597618491247
112.18 0.0522851680906646
112.21 0.0525120385534452
112.24 0.0527403859216742
112.27 0.052970223016931
112.3 0.0532015627999516
112.33 0.0534344183724416
112.36 0.0536688029789163
112.39 0.0539047300085686
112.42 0.0541422129971662
112.45 0.0543812656289769
112.48 0.0546219017387237
112.51 0.0548641353135705
112.54 0.0551079804951374
112.57 0.0553534515815482
112.6 0.0556005630295083
112.63 0.0558493294564158
112.66 0.0560997656425052
112.69 0.056351886533024
112.72 0.0566057072404437
112.75 0.0568612430467051
112.78 0.057118509405499
112.81 0.0573775219445828
112.84 0.0576382964681328
112.87 0.0579008489591346
112.9 0.0581651955818107
112.93 0.0584313526840865
112.96 0.0586993368000961
112.99 0.0589691646527267
113.02 0.0592408531562052
113.05 0.0595144194187249
113.08 0.0597898807451144
113.11 0.0600672546395502
113.14 0.0603465588083119
113.17 0.0606278111625825
113.2 0.0609110298212938
113.23 0.0611962331140177
113.26 0.0614834395839047
113.29 0.0617726679906699
113.32 0.0620639373136285
113.35 0.0623572667547796
113.38 0.0626526757419415
113.41 0.0629501839319385
113.44 0.0632498112138398
113.47 0.0635515777122519
113.5 0.0638555037906653
113.53 0.0641616100548573
113.56 0.0644699173563506
113.59 0.0647804467959299
113.62 0.065093219727217
113.65 0.0654082577603061
113.68 0.0657255827654591
113.71 0.0660452168768648
113.74 0.0663671824964589
113.77 0.0666915022978116
113.8 0.0670181992300778
113.83 0.0673472965220168
113.86 0.0676788176860792
113.89 0.0680127865225637
113.92 0.0683492271238451
113.95 0.0686881638786745
113.98 0.0690296214765534
114.01 0.0693736249121834
114.04 0.0697201994899921
114.07 0.0700693708287381
114.1 0.0704211648661948
114.13 0.0707756078639163
114.16 0.0711327264120867
114.19 0.0714925474344529
114.22 0.0718550981933449
114.25 0.0722204062947837
114.28 0.0725884996936791
114.31 0.0729594066991194
114.34 0.073333155979754
114.37 0.0737097765692726
114.4 0.0740892978719804
114.43 0.0744717496684733
114.46 0.0748571621214147
114.49 0.0752455657814151
114.52 0.075636991593018
114.55 0.0760314709007923
114.58 0.0764290354555356
114.61 0.0768297174205897
114.64 0.0772335493782698
114.67 0.0776405643364112
114.7 0.0780507957350352
114.73 0.0784642774531363
114.76 0.0788810438155945
114.79 0.0793011296002136
114.82 0.0797245700448902
114.85 0.0801514008549135
114.88 0.0805816582104012
114.91 0.0810153787738735
114.94 0.081452599697967
114.97 0.0818933586332936
115 0.082337693736445
115.03 0.0827856436781486
115.06 0.0832372476515755
115.09 0.083692545380806
115.12 0.0841515771294539
115.15 0.0846143837094555
115.18 0.0850810064900244
115.21 0.0855514874067772
115.24 0.0860258689710335
115.27 0.0865041942792943
115.3 0.0869865070229011
115.33 0.087472851497882
115.36 0.0879632726149874
115.39 0.0884578159099201
115.42 0.0889565275537634
115.45 0.0894594543636125
115.48 0.0899666438134126
115.51 0.0904781440450104
115.54 0.0909940038794201
115.57 0.0915142728283137
115.6 0.092039001105735
115.63 0.0925682396400469
115.66 0.0931020400861159
115.69 0.0936404548377376
115.72 0.0941835370403103
115.75 0.0947313406037628
115.78 0.0952839202157403
115.81 0.0958413313550556
115.84 0.0964036303054121
115.87 0.0969708741694032
115.9 0.0975431208827965
115.93 0.0981204292291074
115.96 0.0987028588544706
115.99 0.0992904702828149
116.02 0.0998833249313507
116.05 0.100481485126373
116.08 0.101085014119392
116.11 0.1016939761036
116.14 0.102308436230673
116.17 0.102928460627927
116.2 0.103554116415833
116.23 0.104185471725892
116.26 0.104822595718893
116.29 0.105465558603548
116.32 0.106114431655526
116.35 0.106769287236882
116.38 0.10743019881591
116.41 0.108097240987408
116.44 0.108770489493379
116.47 0.109450021244178
116.5 0.110135914340108
116.53 0.110828248093486
116.56 0.111527103051182
116.59 0.112232561017649
116.62 0.112944705078451
116.65 0.113663619624307
116.68 0.114389390375654
116.71 0.115122104407759
116.74 0.115861850176373
116.77 0.116608717543956
116.8 0.117362797806485
116.83 0.118124183720847
116.86 0.118892969532854
116.89 0.119669251005877
116.92 0.120453125450117
116.95 0.121244691752545
116.98 0.122044050407509
117.01 0.12285130354803
117.04 0.123666554977818
117.07 0.124489910204008
117.1 0.125321476470642
117.13 0.126161362792926
117.16 0.127009679992265
117.19 0.127866540732107
117.22 0.12873205955462
117.25 0.129606352918213
117.28 0.130489539235933
117.31 0.131381738914754
117.34 0.132283074395791
117.37 0.133193670195457
117.4 0.134113652947579
117.43 0.135043151446529
117.46 0.135982296691355
117.49 0.13693122193098
117.52 0.137890062710469
117.55 0.138858956918405
117.58 0.139838044835405
117.61 0.140827469183803
117.64 0.141827375178537
117.67 0.142837910579263
117.7 0.143859225743745
117.73 0.144891473682547
117.76 0.145934810115055
117.79 0.146989393526892
117.82 0.148055385228735
117.85 0.149132949416592
117.88 0.150222253233578
117.91 0.151323466833224
117.94 0.152436763444375
117.97 0.153562319437707
118 0.154700314393923
118.03 0.155850931173675
118.06 0.157014355989245
118.09 0.158190778478058
118.12 0.159380391778069
118.15 0.160583392605077
118.18 0.161799981332024
118.21 0.163030362070343
118.24 0.164274742753402
118.27 0.165533335222123
118.3 0.166806355312823
118.33 0.168094022947352
118.36 0.169396562225602
118.39 0.170714201520441
118.42 0.172047173575163
118.45 0.173395715603516
118.48 0.174760069392391
118.51 0.176140481407258
118.54 0.177537202900417
118.57 0.178950490022174
118.6 0.180380603935003
118.63 0.181827810930805
118.66 0.183292382551363
118.69 0.184774595712068
118.72 0.186274732829043
118.75 0.187793081949761
118.78 0.189329936887257
118.81 0.190885597358065
118.84 0.192460369123984
118.87 0.194054564137795
118.9 0.195668500693062
118.93 0.197302503578137
118.96 0.198956904234513
118.99 0.200632040919656
119.02 0.202328258874465
119.05 0.204045910495509
119.08 0.20578535551219
119.11 0.207546961169007
119.14 0.209331102413068
119.17 0.211138162087037
119.2 0.212968531127686
119.23 0.214822608770248
119.26 0.216700802758742
119.29 0.218603529562498
119.32 0.220531214599064
119.35 0.222484292463719
119.38 0.224463207165817
119.41 0.226468412372185
119.44 0.228500371657823
119.47 0.230559558764146
119.5 0.232646457865031
119.53 0.234761563840933
119.56 0.236905382561353
119.59 0.23907843117594
119.62 0.241281238414533
119.65 0.243514344896443
119.68 0.245778303449316
119.71 0.248073679437899
119.74 0.250401051103054
119.77 0.252761009911407
119.8 0.25515416091597
119.83 0.257581123128169
119.86 0.260042529901657
119.89 0.262539029328347
119.92 0.265071284647098
119.95 0.267639974665529
119.98 0.270245794195411
120.01 0.272889454502158
120.04 0.275571683768922
120.07 0.278293227575827
120.1 0.281054849394897
120.13 0.283857331101283
120.16 0.286701473501361
120.19 0.289588096878362
120.22 0.29251804155617
120.25 0.295492168481984
120.28 0.298511359828553
120.31 0.301576519616727
120.34 0.304688574359102
120.37 0.307848473725554
120.4 0.311057191231523
120.43 0.314315724949905
120.46 0.317625098247478
120.49 0.320986360546805
120.52 0.324400588114633
120.55 0.327868884877782
120.58 0.331392383267659
120.61 0.334972245094483
120.64 0.338609662452427
120.67 0.342305858656901
120.7 0.346062089215248
120.73 0.34987964283222
120.76 0.353759842451612
120.79 0.35770404633553
120.82 0.361713649182828
120.85 0.365790083288281
120.88 0.369934819744208
120.91 0.374149369686259
120.94 0.37843528558519
120.97 0.382794162586551
121 0.387227639900268
121.03 0.391737402242196
121.06 0.396325181329846
121.09 0.40099275743454
121.12 0.405741960992408
121.15 0.410574674276695
121.18 0.415492833134015
121.21 0.420498428787274
121.24 0.425593509708122
121.27 0.430780183561956
121.3 0.43606061922856
121.33 0.441437048901736
121.36 0.446911770271313
121.39 0.452487148791166
121.42 0.458165620037025
121.45 0.46394969215801
121.48 0.469841948426068
121.51 0.475845049887636
121.54 0.481961738122099
121.57 0.488194838111825
121.6 0.494547261228752
121.63 0.501022008342822
121.66 0.507622173057738
121.69 0.514350945079825
121.72 0.521211613726048
121.75 0.528207571577546
121.78 0.535342318285332
121.81 0.54261946453516
121.84 0.550042736178882
121.87 0.557615978539994
121.9 0.56534316090143
121.93 0.573228381184098
121.96 0.581275870825005
121.99 0.589489999864336
122.02 0.597875282251255
122.05 0.606436381378659
122.08 0.615178115857727
122.11 0.624105465543511
122.14 0.633223577823448
122.17 0.642537774181235
122.2 0.652053557049112
122.23 0.661776616962254
122.26 0.671712840029624
122.29 0.68186831573634
122.32 0.692249345093382
122.35 0.702862449151102
122.38 0.713714377893998
122.41 0.724812119534847
122.44 0.736162910227258
122.47 0.747774244216588
122.5 0.759653884450088
122.53 0.771809873668109
122.56 0.784250545999212
122.59 0.796984539083045
122.62 0.810020806745943
122.65 0.823368632255272
122.68 0.837037642179688
122.71 0.851037820883637
122.74 0.865379525685572
122.77 0.880073502710624
122.8 0.895130903469524
122.83 0.910563302197007
122.86 0.926382713983943
122.89 0.942601613738726
122.92 0.959232956014652
122.95 0.976290195741087
122.98 0.993787309897399
123.01 1.01173882016957
123.04 1.03015981663038
123.07 1.04906598248489
123.1 1.06847361992344
123.13 1.08839967712518
123.16 1.10886177645501
123.19 1.12987824389713
123.22 1.15146813976782
123.25 1.17365129074953
123.28 1.19644832328693
123.31 1.2198806983842
123.34 1.24397074784003
123.37 1.26874171195411
123.4 1.29421777873469
123.43 1.32042412463174
123.46 1.34738695681428
123.49 1.37513355700278
123.52 1.40369232685849
123.55 1.43309283492046
123.58 1.46336586506841
123.61 1.49454346647363
123.64 1.52665900498245
123.67 1.55974721585499
123.7 1.59384425775733
123.73 1.62898776787574
123.76 1.66521691798811
123.79 1.70257247128817
123.82 1.74109683971299
123.85 1.78083414147151
123.88 1.82183025841233
123.91 1.86413289279886
123.94 1.90779162298154
123.97 1.95285795736562
124 1.99938538596961
124.03 2.04742942875171
124.06 2.09704767974741
124.09 2.14829984590915
124.12 2.20124777936713
124.15 2.25595550163549
124.18 2.31248921806912
124.21 2.37091732062984
124.24 2.43131037674467
124.27 2.49374110173042
124.3 2.55828431191443
124.33 2.62501685520083
124.36 2.69401751540913
124.39 2.76536688624835
124.42 2.83914721028219
124.45 2.91544217768791
124.48 2.99433667901513
124.51 3.07591650551039
124.54 3.16026798989465
124.57 3.24747757976861
124.6 3.33763133508314
124.63 3.43081434036599
124.66 3.52711002165335
124.69 3.626599357365
124.72 3.72935997171294
124.75 3.83546509868546
124.78 3.94498240425191
124.81 4.05797265424859
124.84 4.17448821550749
124.87 4.29457137826659
124.9 4.4182524888561
124.93 4.54554788321163
124.96 4.67645761405798
124.99 4.81096296778848
125.02 4.94902377129698
125.05 5.09057549447085
125.08 5.23552616089684
125.11 5.38375308771417
125.14 5.53509948560738
125.17 5.68937096173878
125.2 5.84633198198597
125.23 6.005702364079
125.26 6.16715388989372
125.29 6.33030714285087
125.32 6.49472869448729
125.35 6.65992878195706
125.38 6.82535963438558
125.41 6.99041461925905
125.44 7.15442838877636
125.47 7.31667820850483
125.5 7.47638664485656
125.53 7.63272577196594
125.56 7.78482303085346
125.59 7.93176883310996
125.62 8.07262594723843
125.65 8.20644063872025
125.68 8.33225545648932
125.71 8.44912347180294
125.74 8.55612368487096
125.77 8.65237722567503
125.8 8.73706389475449
125.83 8.80943852438787
125.86 8.86884659737529
125.89 8.91473854539797
125.92 8.94668216582426
125.95 8.96437264659118
125.98 8.96763977231154
126.01 8.95645199695046
126.04 8.93091720242378
126.07 8.89128010924877
126.1 8.83791645456986
126.13 8.77132419388041
126.16 8.69211210580761
126.19 8.60098627648286
126.22 8.49873500589504
126.25 8.38621271076389
126.28 8.26432339736972
126.31 8.13400424655918
126.34 7.99620979698756
126.37 7.85189713804277
126.4 7.7020124378495
126.43 7.54747904112796
126.46 7.38918728258857
126.49 7.22798607895108
126.52 7.06467629021165
126.55 6.90000578070051
126.58 6.73466606375389
126.61 6.56929038039072
126.64 6.40445304131711
126.67 6.24066985141332
126.7 6.07839943478838
126.73 5.91804528460496
126.76 5.75995837331108
126.79 5.60444017395312
126.82 5.45174596039853
126.85 5.30208827234361
126.88 5.15564044895202
126.91 5.01254015216169
126.94 4.87289281661034
126.97 4.73677497746644
127 4.60423744005889
127.03 4.47530826604003
127.06 4.34999555994355
127.09 4.22829004751928
127.12 4.11016744328619
127.15 3.99559060950749
127.18 3.88451151242626
127.21 3.77687298427517
127.24 3.6726103014447
127.27 3.57165259040556
127.3 3.47392407366111
127.33 3.37934516826295
127.36 3.28783344935925
127.39 3.19930449093459
127.42 3.11367259541444
127.45 3.03085142319839
127.48 2.95075453249953
127.51 2.87329583913653
127.54 2.79839000517786
127.57 2.72595276459367
127.6 2.65590119334702
127.63 2.58815393065979
127.66 2.52263135753182
127.69 2.45925573797426
127.72 2.39795132784602
127.75 2.33864445565383
127.78 2.28126357919322
127.81 2.22573932146677
127.84 2.17200448891701
127.87 2.11999407465065
127.9 2.06964524900654
127.93 2.02089733952973
127.96 1.97369180215387
127.99 1.92797218516378
128.02 1.88368408730377
128.05 1.84077511121656
128.08 1.79919481323515
128.11 1.75889465040929
128.14 1.71982792552327
128.17 1.68194973075008
128.2 1.64521689049396
128.23 1.60958790388517
128.26 1.57502288732128
128.29 1.54148351738151
128.32 1.50893297438743
128.35 1.47733588683369
128.38 1.44665827687076
128.41 1.41686750698576
128.44 1.38793222799578
128.47 1.35982232844171
128.5 1.33250888544755
128.53 1.3059641170905
128.56 1.2801613363106
128.59 1.25507490637466
128.62 1.23068019789728
128.65 1.20695354741203
128.68 1.18387221747737
128.71 1.16141435829556
128.74 1.13955897081681
128.77 1.11828587129692
128.8 1.09757565727298
128.83 1.07740967491898
128.86 1.05776998774122
128.89 1.03863934657233
128.92 1.02000116082076
128.95 1.0018394709338
128.98 0.984138922029863
129.01 0.966884738658172
129.04 0.950062700642491
129.07 0.933659119967241
129.1 0.917660818664666
129.13 0.90205510766267
129.16 0.886829766553919
129.19 0.871973024247869
129.22 0.857473540468495
129.25 0.843320388061669
129.28 0.829503036077317
129.31 0.816011333592691
129.34 0.802835494244328
129.37 0.789966081437443
129.4 0.777393994202742
129.43 0.765110453671793
129.46 0.753106990143282
129.49 0.741375430713605
129.52 0.729907887446365
129.55 0.718696746056426
129.58 0.707734655085225
129.61 0.697014515545005
129.64 0.686529471010865
129.67 0.676272898139872
129.7 0.666238397598354
129.73 0.6564197853782
129.76 0.646811084485013
129.79 0.637406516980792
129.82 0.628200496365243
129.85 0.619187620280246
129.88 0.610362663522835
129.91 0.601720571352693
129.94 0.593256453080825
129.97 0.584965575926697
130 0.576843359131724
130.03 0.56888536831755
130.06 0.561087310078117
130.09 0.553445026795034
130.12 0.545954491666231
130.15 0.538611803938395
130.18 0.531413184334083
130.21 0.524354970664868
130.24 0.517433613622272
130.27 0.510645672738618
130.3 0.503987812510317
130.33 0.497456798676441
130.36 0.491049494645749
130.39 0.484762858065794
130.42 0.478593937527681
130.45 0.472539869400915
130.48 0.46659787479234
130.51 0.460765256624153
130.54 0.455039396825626
130.57 0.449417753633773
130.6 0.443897858998295
130.63 0.438477316086335
130.66 0.433153796882837
130.69 0.427925039882443
130.72 0.422788847869084
130.75 0.417743085779576
130.78 0.412785678647714
130.81 0.407914609625492
130.84 0.40312791807826
130.87 0.398423697750757
130.9 0.393800095001086
130.93 0.389255307099847
130.96 0.384787580591762
130.99 0.380395209717244
131.02 0.376076534891465
131.05 0.371829941238606
131.08 0.367653857179069
131.11 0.363546753067477
131.14 0.359507139879548
131.17 0.355533567945696
131.2 0.351624625729748
131.23 0.347778938650745
131.26 0.343995167946347
131.29 0.340272009576047
131.32 0.336608193162721
131.35 0.333002480971003
131.38 0.329453666921041
131.41 0.325960575636285
131.44 0.322522061523979
131.47 0.319137007887124
131.5 0.31580432606668
131.53 0.312522954612889
131.56 0.309291858484579
131.59 0.306110028275429
131.62 0.302976479466146
131.65 0.29989025170161
131.68 0.296850408092036
131.71 0.293856034537268
131.74 0.290906239073349
131.77 0.288000151240537
131.8 0.285136921471989
131.83 0.28231572050235
131.86 0.279535738795502
131.89 0.276796185990845
131.92 0.274096290367315
131.95 0.271435298324657
131.98 0.268812473881168
132.01 0.266227098187471
132.04 0.263678469055637
132.07 0.261165900503164
132.1 0.258688722311281
132.13 0.256246279597056
132.16 0.253837932398843
132.19 0.251463055274585
132.22 0.249121036912534
132.25 0.246811279753953
132.28 0.24453319962739
132.31 0.242286225394118
132.34 0.240069798604367
132.37 0.237883373163966
132.4 0.235726415011054
132.43 0.233598401802511
132.46 0.231498822609776
132.49 0.229427177623751
132.52 0.227382977868463
132.55 0.225365744923214
132.58 0.223375010652924
132.61 0.221410316946385
132.64 0.219471215462207
132.67 0.217557267382123
132.7 0.215668043171517
132.73 0.213803122346828
132.76 0.211962093249702
132.79 0.210144552827605
132.82 0.208350106420719
132.85 0.206578367554922
132.88 0.204828957740632
132.91 0.203101506277358
132.94 0.201395650063747
132.97 0.199711033412974
133 0.198047307873297
133.03 0.19640413205361
133.06 0.194781171453845
133.09 0.193178098300072
133.12 0.191594591384131
133.15 0.190030335907689
133.18 0.188485023330552
133.21 0.186958351223118
133.24 0.185450023122846
133.27 0.183959748394596
133.3 0.182487242094759
133.33 0.181032224839019
133.36 0.17959442267367
133.39 0.178173566950369
133.42 0.176769394204207
133.45 0.175381646035034
133.48 0.174010068991891
